AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;date;AMOS_scheduledOutOfService;AMOS_unscheduledOutOfService
XY-NHZ;1;1;1;26;1;25-02-2014;0;33
XY-CMJ;0;0;0;0;1;21-03-2016;8;0
XY-CMJ;2;1;1;27;0;21-03-2015;0;1560
XY-CMJ;0;0;0;0;1;21-03-2014;0;0
XY-CMJ;1;1;1;15;0;21-03-2012;0;739
XY-ALV;0;1;1;25;1;25-03-2014;345;0
XY-ALV;0;0;0;0;1;25-03-2015;636;0
XY-LYP;2;1;1;36;0;19-02-2010;0;11
XY-ALV;2;1;1;45;0;25-03-2016;0;0
XY-LYP;3;1;1;42;0;19-02-2011;0;0
XY-LYP;0;0;0;0;1;19-02-2012;24;0
XY-NMY;3;2;1;17;0;21-09-2013;0;1512
XY-NMY;0;0;0;0;2;21-09-2015;0;1
XY-NMY;2;1;0;0;1;21-09-2010;0;22
XY-ZMF;0;0;0;0;1;05-01-2014;29;0
XY-ZMF;1;1;1;13;0;05-01-2013;0;11
XY-ZMF;1;1;1;21;0;05-01-2012;0;91
XY-ZMF;0;0;0;0;1;05-01-2011;0;1827
XY-JXR;3;2;2;96;0;31-08-2015;465;0
XY-JXR;0;0;0;0;1;31-08-2011;57;0
XY-JXR;0;2;2;59;0;31-08-2013;17;0
XY-ZMF;0;1;1;44;1;05-01-2017;0;22
XY-ZMF;1;1;1;42;0;05-01-2016;0;0
XY-OZH;0;0;0;0;1;02-08-2010;24;0
XY-OZH;2;1;1;49;0;02-08-2015;0;871
XY-OZH;3;1;1;32;0;02-08-2016;9;0
XY-OZH;4;2;2;69;0;02-08-2013;48;0
XY-NMY;0;1;0;0;0;19-07-2014;0;0
XY-OZH;0;0;0;0;1;02-08-2014;0;1203
XY-NMY;0;1;1;42;0;19-07-2013;16;0
XY-NMY;0;1;1;14;2;19-07-2016;0;3741
XY-ZDY;0;0;0;0;2;26-11-2010;0;1427
XY-ZDY;3;1;1;19;1;26-11-2015;0;1
XY-IOO;5;2;2;54;0;02-02-2016;945;0
XY-IOO;0;0;0;0;2;02-02-2013;0;2602
XY-IOO;0;0;0;0;1;02-02-2014;0;0
XY-OFW;0;0;0;0;1;24-11-2016;16;0
XY-ZDY;2;1;1;37;0;26-11-2011;0;1273
XY-IOO;0;0;0;0;2;02-02-2012;0;22
XY-ZDY;1;1;0;0;0;26-11-2012;24;0
XY-ZDY;2;1;1;46;0;26-11-2013;499;0
XY-OFW;0;0;0;0;1;24-11-2015;0;11
XY-ZDY;0;1;1;32;0;26-11-2014;556;0
XY-OZH;0;0;0;0;1;13-04-2012;24;0
XY-LYP;0;0;0;0;1;06-12-2012;5;0
XY-LYP;2;1;0;0;0;06-12-2013;21;0
XY-OZH;0;0;0;0;1;13-04-2013;0;11
XY-LYP;0;0;0;0;2;06-12-2014;0;22
XY-OZH;0;0;0;0;1;13-04-2016;0;374
XY-LYP;0;0;0;0;1;06-12-2015;0;1604
XY-OZH;0;0;0;0;1;13-04-2015;0;0
XY-FBA;0;0;0;0;2;29-05-2010;0;22
XY-OFW;2;1;0;0;1;24-11-2012;0;713
XY-FBA;0;0;0;0;1;29-05-2016;0;0
XY-OFW;2;1;1;35;1;24-11-2013;41;0
XY-OFW;2;1;1;41;3;24-11-2010;0;2
XY-OFW;1;1;1;25;0;24-11-2011;15;0
XY-FBA;1;1;1;47;0;29-05-2012;0;0
XY-FBA;0;0;0;0;1;29-05-2011;0;0
XY-FBA;0;1;1;35;0;29-05-2014;7;0
XY-IWX;0;0;0;0;1;06-04-2010;20;0
XY-IWX;3;1;1;36;1;06-04-2015;1236;0
XY-IWX;2;2;2;29;0;06-04-2012;0;22
XY-IOO;0;0;0;0;1;29-08-2014;0;0
XY-IOO;0;0;0;0;1;29-08-2013;575;0
XY-IOO;1;1;1;13;0;29-08-2012;0;1842
XY-ZMF;2;1;1;44;1;16-10-2010;0;4211
XY-LQZ;1;1;1;41;0;05-12-2012;0;0
XY-NHZ;0;0;0;0;1;15-07-2011;0;11
XY-YTM;1;1;1;32;1;23-03-2014;0;1633
XY-LQZ;3;1;0;0;0;05-12-2010;454;0
XY-NHZ;0;1;1;13;0;15-07-2013;0;961
XY-YTM;0;0;0;0;1;23-03-2013;0;0
XY-LQZ;0;0;0;0;1;05-12-2015;20;0
XY-NHZ;0;0;0;0;2;15-07-2016;48;0
XY-LQZ;3;1;1;15;0;05-12-2014;16;0
XY-ZMF;1;1;1;40;0;16-10-2013;0;0
XY-YTM;0;1;1;7;2;23-03-2016;0;1
XY-PZC;3;1;1;15;0;08-11-2016;0;11
XY-PZC;0;0;0;0;2;08-11-2013;0;22
XY-PZC;2;1;1;25;0;08-11-2011;0;0
XY-YTM;7;3;3;54;0;23-03-2010;0;1
XY-PZC;2;1;1;25;0;08-11-2012;0;11
XY-YTM;1;1;1;33;0;23-03-2011;0;0
XY-OZH;0;0;0;0;2;15-05-2015;0;1
XY-PZC;1;1;1;46;0;08-11-2010;80;0
XY-NHZ;3;1;1;13;0;15-07-2010;93;0
XY-OZH;0;0;0;0;1;15-05-2013;24;0
XY-ZWJ;3;1;1;34;0;18-05-2012;0;11
XY-MBJ;0;0;0;0;1;12-03-2014;210;0
XY-IOO;0;1;1;49;2;27-01-2015;0;2802
XY-JXR;3;1;1;44;1;02-06-2016;32;0
XY-IOO;3;1;1;41;0;27-01-2014;0;1151
XY-OZH;0;1;1;27;1;15-05-2010;48;0
XY-ZWJ;2;2;2;80;0;18-05-2013;0;3095
XY-IOO;2;1;1;32;0;27-01-2013;0;11
XY-ZWJ;0;0;0;0;1;18-05-2016;618;0
XY-ZWJ;3;1;1;17;0;18-05-2015;0;0
XY-JXR;3;2;2;63;0;02-06-2010;0;1
XY-JXR;4;1;1;47;0;02-06-2011;0;0
XY-JXR;0;0;0;0;1;02-06-2015;0;0
XY-IOO;1;1;1;29;0;27-01-2011;0;11
XY-CMJ;3;1;1;7;0;10-07-2016;0;0
XY-CMJ;3;1;1;39;0;10-07-2013;0;11
XY-CMJ;0;0;0;0;1;10-07-2015;0;11
XY-CMJ;2;1;1;39;0;10-07-2014;0;0
XY-CMJ;3;1;1;42;0;10-07-2011;0;11
XY-JXR;0;0;0;0;2;04-07-2015;0;1
XY-JXR;1;1;1;29;0;04-07-2011;6;0
XY-JXR;1;1;1;8;0;04-07-2012;0;0
XY-JXR;2;1;1;22;1;04-07-2013;48;0
XY-JXR;0;0;0;0;1;04-07-2014;0;0
XY-FBA;0;0;0;0;1;02-12-2015;236;0
XY-IWX;2;1;1;26;0;04-03-2013;366;0
XY-FBA;0;0;0;0;1;02-12-2013;9;0
XY-IWX;1;1;1;36;0;04-03-2015;0;11
XY-FBA;0;0;0;0;1;02-12-2012;61;0
XY-IWX;2;1;1;47;1;04-03-2016;0;1
XY-FBA;1;1;1;44;0;02-12-2016;0;11
XY-FBA;0;0;0;0;1;02-12-2011;0;0
XY-FBA;2;1;1;34;1;02-12-2010;0;1490
XY-JXR;5;2;2;63;0;15-03-2010;0;22
XY-ZMF;0;0;0;0;1;07-08-2013;699;0
XY-JXR;0;1;0;0;0;15-03-2014;0;11
XY-JXR;2;1;1;28;0;15-03-2013;0;565
XY-ZMF;2;1;1;19;1;07-08-2015;0;22
XY-ZMF;0;1;1;17;0;07-08-2014;495;0
XY-ZMF;0;0;0;0;1;07-08-2016;0;804
XY-JXR;1;1;1;15;0;15-03-2016;8;0
XY-JXR;0;0;0;0;1;15-03-2015;5;0
XY-MBJ;2;2;2;39;0;01-07-2010;0;22
XY-OZH;0;1;1;19;2;26-01-2010;0;32
XY-OZH;3;2;2;62;0;26-01-2015;0;22
XY-OZH;0;0;0;0;1;26-01-2014;109;0
XY-OZH;0;1;0;0;2;26-01-2016;0;32
XY-LQZ;1;1;1;15;0;19-08-2014;10;0
XY-LQZ;1;1;1;34;0;19-08-2013;0;1224
XY-ZWJ;0;0;0;0;1;07-09-2015;24;0
XY-LQZ;1;1;1;37;1;19-08-2016;0;672
XY-ZWJ;5;2;2;71;0;07-09-2016;0;3174
XY-LQZ;6;3;3;62;1;19-08-2015;0;1726
XY-MBJ;2;1;1;9;1;01-07-2015;48;0
XY-LQZ;4;3;3;107;0;19-08-2012;0;32
XY-MBJ;0;0;0;0;1;01-07-2011;91;0
XY-MBJ;1;1;1;46;0;01-07-2013;519;0
XY-OFW;0;0;0;0;3;26-05-2014;0;3910
XY-FBA;3;1;1;17;2;04-06-2010;53;0
XY-FBA;6;3;3;86;0;04-06-2012;72;0
XY-FBA;0;1;1;20;0;04-06-2011;24;0
XY-OFW;7;3;3;126;0;26-05-2011;1494;0
XY-FBA;0;0;0;0;1;04-06-2015;0;1339
XY-ZWJ;0;1;1;30;1;07-09-2014;0;4015
XY-ZWJ;0;0;0;0;2;07-09-2011;0;1
XY-ZWJ;0;0;0;0;1;07-09-2012;0;0
XY-ZWJ;0;0;0;0;2;07-09-2010;0;22
XY-ZDY;0;0;0;0;1;17-09-2010;296;0
XY-ZDY;0;0;0;0;2;17-09-2011;0;1
XY-OFW;3;1;1;28;0;03-07-2016;24;0
XY-OFW;4;1;1;39;1;03-07-2014;922;0
XY-ZDY;1;1;1;21;0;17-09-2014;0;11
XY-ZDY;0;0;0;0;1;17-09-2015;141;0
XY-OFW;0;1;1;10;0;03-07-2012;225;0
XY-ZDY;0;1;1;11;0;17-09-2016;0;0
XY-OFW;2;1;1;32;0;03-07-2013;0;1455
XY-JXR;2;1;1;30;1;25-05-2013;0;22
XY-JXR;3;1;1;13;0;25-05-2010;0;11
XY-ZDY;3;1;1;9;0;08-07-2011;24;0
XY-JXR;2;1;1;22;1;25-05-2016;48;0
XY-ZDY;1;1;1;19;0;08-07-2013;0;11
XY-JXR;2;1;1;42;0;25-05-2015;0;1555
XY-LYP;0;0;0;0;1;17-02-2010;0;0
XY-ALV;0;1;1;35;0;28-10-2012;0;11
XY-LYP;1;1;1;19;1;17-02-2013;0;22
XY-ALV;0;0;0;0;1;28-10-2014;24;0
XY-ZDY;0;0;0;0;1;08-07-2015;0;0
XY-ZDY;3;1;1;25;1;08-07-2014;0;22
XY-ZDY;1;1;0;0;0;08-07-2016;3;0
XY-LYP;1;1;0;0;0;17-02-2015;0;290
XY-LYP;0;0;0;0;1;17-02-2016;24;0
XY-YTM;0;0;0;0;1;23-10-2011;113;0
XY-YTM;0;0;0;0;1;23-10-2014;212;0
XY-YTM;0;0;0;0;1;23-10-2015;0;11
XY-YTM;0;0;0;0;1;23-10-2013;0;0
XY-NHZ;0;1;1;15;2;12-06-2010;67;0
XY-JXR;0;0;0;0;1;21-11-2012;0;0
XY-NHZ;1;1;0;0;1;12-06-2012;0;1
XY-JXR;0;0;0;0;1;21-11-2010;0;156
XY-LYP;0;0;0;0;1;11-02-2014;20;0
XY-LYP;0;0;0;0;1;11-02-2013;201;0
XY-LYP;0;0;0;0;1;11-02-2016;0;64
XY-LYP;3;3;3;90;2;11-02-2015;0;3687
XY-LYP;2;1;1;49;0;11-02-2010;0;0
XY-LYP;3;1;1;32;0;11-02-2012;609;0
XY-LYP;0;1;1;16;0;11-02-2011;13;0
XY-JXR;1;1;1;42;0;21-11-2016;382;0
XY-NHZ;1;1;1;15;0;12-06-2013;0;0
XY-JXR;0;0;0;0;1;21-11-2015;24;0
XY-MBJ;0;0;0;0;1;31-08-2015;0;0
XY-NHZ;0;0;0;0;1;12-06-2016;0;0
XY-NHZ;0;0;0;0;1;12-06-2015;0;11
XY-JXR;3;1;1;31;1;21-11-2013;0;1
XY-MBJ;0;0;0;0;1;31-08-2012;0;11
XY-MBJ;0;0;0;0;1;31-08-2011;5;0
XY-MBJ;0;0;0;0;1;31-08-2010;0;0
XY-MBJ;0;1;0;0;0;31-01-2010;35;0
XY-MBJ;0;0;0;0;1;31-01-2015;0;11
XY-IOO;0;0;0;0;2;01-02-2012;0;1
XY-IOO;0;0;0;0;1;01-02-2010;0;1721
XY-IOO;1;1;1;36;0;01-02-2011;0;11
XY-NMY;0;0;0;0;1;24-03-2012;0;11
XY-IOO;2;2;2;58;0;01-09-2014;43;0
XY-NMY;5;2;2;36;0;24-03-2011;1095;0
XY-IOO;1;1;1;13;1;01-09-2015;737;0
XY-NMY;0;1;1;10;1;24-03-2014;0;1412
XY-IOO;0;0;0;0;1;01-09-2016;652;0
XY-IOO;0;0;0;0;1;01-09-2010;6;0
XY-NMY;0;0;0;0;1;24-03-2015;106;0
XY-IOO;1;1;1;40;0;01-09-2011;16;0
XY-NMY;2;1;0;0;0;24-03-2010;12;0
XY-ZDY;3;2;2;40;0;30-07-2011;12;0
XY-ZDY;3;1;0;0;0;30-07-2012;0;1818
XY-ZDY;0;0;0;0;1;30-07-2010;0;1431
XY-ZDY;4;2;2;48;0;30-07-2015;0;645
XY-ZDY;0;1;1;28;0;30-07-2016;0;0
XY-ZDY;0;1;1;20;0;30-07-2013;0;11
XY-OFW;0;0;0;0;1;26-12-2013;0;0
XY-JXR;4;1;1;43;0;19-03-2012;0;0
XY-PZC;2;1;1;35;1;12-07-2015;23;0
XY-NMY;0;0;0;0;1;14-07-2015;0;0
XY-NMY;0;0;0;0;1;14-07-2014;0;11
XY-ZMF;1;1;1;21;0;12-03-2013;517;0
XY-PZC;0;1;0;0;0;12-07-2014;0;1040
XY-PZC;0;0;0;0;3;12-07-2013;0;32
XY-PZC;0;0;0;0;1;12-07-2011;0;11
XY-ZMF;4;2;1;22;0;12-03-2010;769;0
XY-OFW;1;1;1;7;1;26-12-2010;799;0
XY-OFW;3;1;1;45;0;26-12-2011;0;0
XY-OFW;2;1;0;0;0;26-12-2012;0;11
XY-ZMF;0;0;0;0;1;02-07-2012;0;1265
XY-ZMF;0;1;0;0;0;02-07-2011;0;1467
XY-MBJ;0;0;0;0;1;27-12-2016;0;1140
XY-MBJ;0;0;0;0;1;27-12-2015;0;11
XY-ZMF;2;1;1;32;0;02-07-2016;0;11
XY-MBJ;0;0;0;0;2;27-12-2010;48;0
XY-IWX;1;1;1;49;0;26-09-2016;0;1915
XY-IWX;0;0;0;0;1;26-09-2012;24;0
XY-PZC;0;0;0;0;1;06-05-2016;0;716
XY-IWX;0;1;1;17;0;26-09-2014;0;1255
XY-IWX;0;1;1;41;1;26-09-2010;0;2670
XY-OHF;4;2;2;86;0;31-08-2015;0;22
XY-OHF;4;1;1;42;0;31-08-2013;11;0
XY-PZC;0;0;0;0;3;06-05-2011;0;32
XY-OHF;0;1;0;0;0;31-08-2014;17;0
XY-YAZ;0;1;1;33;1;15-12-2016;0;22
XY-OHF;2;1;0;0;1;31-08-2012;1053;0
XY-PZC;0;0;0;0;1;06-05-2012;0;11
XY-PZC;0;1;1;12;0;06-05-2013;661;0
XY-OHF;0;0;0;0;1;10-02-2011;0;1470
XY-OHF;2;2;1;38;0;10-02-2014;0;2059
XY-ZWJ;0;0;0;0;1;01-01-2014;0;0
XY-OHF;0;0;0;0;2;10-02-2015;0;22
XY-ZWJ;2;1;1;48;1;01-01-2016;0;22
XY-OHF;0;0;0;0;2;10-02-2012;0;22
XY-ZWJ;0;0;0;0;3;01-01-2015;0;1
XY-MBJ;0;0;0;0;1;15-03-2010;0;11
XY-MBJ;0;0;0;0;2;15-03-2011;0;2511
XY-MBJ;0;0;0;0;2;15-03-2016;0;1972
XY-MBJ;3;2;0;0;0;15-03-2013;328;0
XY-ZDY;3;1;0;0;1;24-05-2010;48;0
XY-ZDY;1;1;1;26;2;24-05-2011;0;32
XY-JXR;1;1;1;42;1;15-09-2011;42;0
XY-JXR;1;1;1;21;0;15-09-2012;0;11
XY-JXR;0;0;0;0;1;15-09-2013;0;11
XY-YAZ;2;1;1;31;0;15-12-2014;0;0
XY-ZDY;1;1;1;37;1;24-05-2015;978;0
XY-JXR;0;0;0;0;1;15-09-2016;278;0
XY-ZDY;3;1;1;26;1;18-03-2010;0;1951
XY-CMJ;1;1;1;32;0;03-04-2012;0;0
XY-ALV;2;1;1;10;0;16-08-2016;0;0
XY-ALV;3;1;1;18;1;16-08-2015;0;1
XY-CMJ;0;0;0;0;1;03-04-2010;6;0
XY-CMJ;2;1;1;20;0;03-04-2015;0;11
XY-CMJ;0;0;0;0;1;03-04-2014;452;0
XY-ZWJ;0;0;0;0;1;18-11-2010;0;236
XY-ZWJ;0;0;0;0;1;18-11-2011;24;0
XY-ZWJ;4;1;1;29;0;18-11-2012;0;11
XY-ZDY;0;0;0;0;1;18-03-2016;0;11
XY-ZDY;0;0;0;0;1;18-03-2015;0;11
XY-ZDY;0;0;0;0;2;18-03-2014;0;22
XY-ZWJ;0;0;0;0;3;28-07-2014;0;32
XY-ALV;0;0;0;0;1;16-08-2012;0;11
XY-ZDY;1;1;1;13;0;18-03-2013;0;0
XY-ZWJ;0;1;1;15;0;28-07-2015;0;11
XY-ALV;0;0;0;0;1;16-08-2011;70;0
XY-ZWJ;1;1;0;0;0;28-07-2016;0;0
XY-ALV;3;1;1;35;0;16-08-2010;0;1633
XY-ZDY;0;0;0;0;1;18-03-2011;0;0
XY-ZWJ;0;0;0;0;1;18-11-2014;0;11
XY-ZWJ;3;1;1;38;3;18-11-2015;0;2
XY-YTM;2;1;1;31;1;29-10-2016;0;3522
XY-YTM;3;2;1;27;0;29-10-2010;831;0
XY-YTM;2;1;1;15;0;29-10-2012;0;11
XY-YTM;0;0;0;0;1;29-10-2013;0;849
XY-OHF;2;1;1;48;0;10-02-2016;0;0
XY-OZH;1;1;1;27;1;28-01-2014;0;22
XY-OZH;0;0;0;0;1;28-01-2012;0;0
XY-OZH;3;1;1;44;0;28-01-2013;0;1359
XY-ZWJ;1;1;1;35;0;28-07-2012;0;0
XY-ZWJ;1;1;1;30;0;28-07-2013;47;0
XY-OZH;3;1;1;43;1;18-05-2010;0;2420
XY-OHF;2;1;1;27;0;10-09-2015;0;0
XY-PZC;0;0;0;0;2;27-04-2016;0;3624
XY-PZC;4;1;1;43;0;27-04-2013;0;0
XY-NHZ;0;0;0;0;1;06-04-2011;0;11
XY-PZC;0;0;0;0;1;27-04-2012;0;958
XY-NHZ;2;1;1;37;1;06-04-2012;0;1
XY-PZC;0;0;0;0;1;27-04-2015;707;0
XY-NHZ;0;0;0;0;1;06-04-2013;0;0
XY-OHF;0;0;0;0;1;10-09-2014;0;539
XY-PZC;3;1;1;34;1;27-04-2014;0;22
XY-OHF;2;1;1;40;1;10-09-2010;0;4307
XY-NMY;0;0;0;0;2;08-05-2010;0;22
XY-NHZ;0;0;0;0;1;06-04-2014;0;0
XY-NMY;0;0;0;0;1;08-05-2013;425;0
XY-NHZ;0;1;0;0;0;06-04-2015;20;0
XY-NHZ;0;0;0;0;1;06-04-2016;386;0
XY-NMY;0;0;0;0;1;08-05-2011;0;1982
XY-LYP;3;1;1;34;1;23-11-2011;0;22
XY-OZH;1;1;1;14;0;18-05-2016;24;0
XY-OHF;0;0;0;0;1;27-12-2010;0;11
XY-NMY;6;4;3;72;0;08-05-2015;0;2
XY-NMY;0;0;0;0;2;08-05-2016;48;0
XY-LYP;1;1;1;24;1;23-11-2012;0;1
XY-OHF;0;0;0;0;1;27-12-2012;500;0
XY-OZH;0;0;0;0;1;18-05-2011;0;239
XY-OHF;2;1;1;20;0;27-12-2013;487;0
XY-OZH;2;1;1;27;0;18-05-2012;318;0
XY-LYP;0;0;0;0;2;23-11-2014;48;0
XY-OHF;0;0;0;0;1;27-12-2014;366;0
XY-OHF;1;1;1;40;0;27-12-2015;136;0
XY-OZH;0;0;0;0;1;18-05-2014;0;1437
XY-MBJ;0;1;1;31;1;21-05-2016;0;467
XY-MBJ;1;1;1;26;0;21-05-2012;0;508
XY-MBJ;1;1;1;29;0;21-05-2011;0;1943
XY-OZH;1;1;1;21;1;08-09-2014;32;0
XY-MBJ;0;0;0;0;1;21-05-2013;21;0
XY-OZH;0;1;1;22;1;08-09-2010;48;0
XY-MBJ;0;0;0;0;1;21-05-2010;0;0
XY-OZH;0;0;0;0;2;08-09-2011;0;22
XY-ZDY;3;2;2;78;3;14-09-2011;0;5126
XY-ZDY;0;1;1;22;0;14-09-2010;0;0
XY-ZDY;1;1;1;35;1;14-09-2015;0;22
XY-ZDY;0;0;0;0;1;14-09-2013;0;0
XY-ZDY;0;0;0;0;1;14-09-2014;0;0
XY-ZWJ;0;0;0;0;1;22-07-2013;0;0
XY-ZWJ;0;0;0;0;1;22-07-2015;19;0
XY-ZWJ;3;1;1;40;1;22-07-2014;29;0
XY-ZWJ;0;0;0;0;3;22-07-2016;0;4322
XY-LYP;0;0;0;0;1;03-12-2012;0;72
XY-LYP;1;1;1;14;0;03-12-2011;0;0
XY-ZWJ;0;0;0;0;2;01-08-2016;832;0
XY-ZDY;0;0;0;0;3;14-02-2010;0;1
XY-ZWJ;0;0;0;0;1;01-08-2014;0;11
XY-LYP;2;2;0;0;1;03-12-2015;0;32
XY-ZDY;0;1;1;43;0;14-02-2011;0;1979
XY-ZWJ;0;0;0;0;1;01-08-2013;0;842
XY-LYP;0;0;0;0;2;03-12-2014;0;1
XY-ZDY;1;1;1;47;0;14-02-2012;0;0
XY-ZWJ;0;0;0;0;2;22-07-2011;0;1
XY-LYP;0;0;0;0;1;03-12-2013;0;913
XY-ZDY;0;0;0;0;1;14-02-2013;455;0
XY-ZWJ;2;3;1;44;1;22-07-2010;0;43
XY-ZDY;0;0;0;0;1;14-02-2014;0;1611
XY-ZDY;0;0;0;0;1;14-02-2015;4;0
XY-ZDY;0;0;0;0;1;14-02-2016;0;11
XY-LYP;1;1;1;30;0;29-11-2010;0;11
XY-CMJ;3;1;1;16;0;30-05-2014;11;0
XY-FBA;1;1;1;25;0;05-12-2010;24;0
XY-CMJ;4;2;2;56;0;30-05-2015;48;0
XY-CMJ;3;1;1;8;1;30-05-2012;0;22
XY-FBA;0;0;0;0;2;05-12-2012;0;933
XY-FBA;1;1;1;23;0;05-12-2013;0;0
XY-CMJ;0;0;0;0;2;30-05-2010;0;2453
XY-FBA;2;1;1;9;0;05-12-2014;0;11
XY-FBA;2;1;1;8;1;05-12-2015;48;0
XY-FBA;0;0;0;0;1;05-12-2016;0;966
XY-LYP;2;1;1;24;0;29-11-2014;384;0
XY-LYP;0;0;0;0;1;29-11-2013;0;11
XY-CMJ;0;0;0;0;2;30-05-2016;0;22
XY-IOO;0;0;0;0;1;05-03-2016;0;11
XY-OFW;0;0;0;0;2;09-07-2014;0;1
XY-OFW;0;0;0;0;2;09-07-2015;0;2403
XY-ZMF;0;1;1;37;1;24-12-2010;714;0
XY-NHZ;0;2;1;23;0;27-03-2012;0;1108
XY-IOO;1;1;1;31;1;05-03-2010;48;0
XY-ZMF;0;0;0;0;1;24-12-2013;0;196
XY-IOO;2;1;1;14;0;05-03-2011;0;0
XY-ZMF;0;0;0;0;1;24-12-2015;15;0
XY-ZMF;0;0;0;0;1;24-12-2016;0;11
XY-IOO;3;1;1;38;1;05-03-2013;0;22
XY-NHZ;2;1;1;17;0;27-03-2016;0;0
XY-OFW;0;0;0;0;1;09-07-2010;0;0
XY-OFW;2;1;1;13;0;09-07-2012;0;11
XY-OFW;0;0;0;0;2;09-07-2013;1392;0
XY-NHZ;0;1;1;41;0;16-07-2014;0;0
XY-LQZ;3;1;1;33;0;13-08-2013;0;11
XY-LQZ;2;1;1;34;0;13-08-2012;0;11
XY-NHZ;0;0;0;0;1;16-07-2016;0;0
XY-LQZ;0;0;0;0;1;13-08-2011;0;11
XY-NHZ;1;1;1;19;0;16-07-2010;0;11
XY-NHZ;3;1;1;10;0;16-07-2011;12;0
XY-LQZ;0;0;0;0;1;13-08-2016;0;11
XY-NHZ;2;1;1;35;1;16-07-2012;0;22
XY-PZC;0;0;0;0;1;22-03-2016;194;0
XY-FBA;2;1;1;33;0;15-08-2010;0;1468
XY-FBA;6;2;2;90;1;15-08-2012;0;1
XY-FBA;0;0;0;0;1;15-08-2011;654;0
XY-FBA;1;1;1;39;0;15-08-2014;0;0
XY-FBA;0;0;0;0;1;15-08-2013;0;0
XY-FBA;3;1;1;26;0;15-08-2015;0;1012
XY-NMY;0;0;0;0;1;04-04-2012;24;0
XY-NMY;3;1;1;11;0;04-04-2010;0;0
XY-NMY;0;0;0;0;2;04-04-2016;0;22
XY-LQZ;4;1;1;45;1;09-12-2010;48;0
XY-LQZ;0;0;0;0;1;09-12-2012;0;11
XY-LQZ;1;1;1;41;0;24-04-2016;0;11
XY-LQZ;0;1;1;8;1;24-04-2015;0;349
XY-FBA;1;1;1;38;1;26-04-2011;84;0
XY-FBA;2;1;1;44;1;26-04-2010;0;22
XY-LYP;0;1;1;30;1;27-05-2010;0;2522
XY-LQZ;1;1;0;0;0;24-04-2012;0;1506
XY-LQZ;0;0;0;0;1;24-04-2011;24;0
XY-FBA;2;1;1;29;0;26-04-2015;2;0
XY-LYP;0;1;1;9;0;27-05-2012;0;11
XY-LYP;0;1;1;19;0;27-05-2013;0;0
XY-LQZ;0;0;0;0;1;24-04-2013;0;0
XY-FBA;1;1;1;7;0;26-04-2013;0;11
XY-LYP;0;0;0;0;3;27-05-2014;0;1
XY-LYP;0;0;0;0;1;27-05-2016;364;0
XY-ALV;3;1;1;24;0;16-01-2016;592;0
XY-ZMF;3;1;1;10;0;22-06-2013;0;0
XY-ALV;1;1;1;17;2;16-01-2015;0;32
XY-ZMF;2;1;1;43;1;22-06-2015;0;1
XY-ALV;3;1;1;29;0;16-01-2012;13;0
XY-ALV;0;0;0;0;1;16-01-2011;0;525
XY-ZWJ;2;1;1;34;0;06-02-2011;0;1111
XY-ZWJ;0;1;1;32;1;06-02-2012;0;1
XY-ZWJ;0;0;0;0;2;06-02-2013;0;22
XY-ZWJ;0;0;0;0;1;06-02-2014;24;0
XY-ZWJ;1;1;1;44;0;06-02-2015;0;1142
XY-ALV;1;1;1;12;1;05-05-2016;177;0
XY-ALV;1;1;1;22;0;05-05-2015;0;0
XY-ALV;0;0;0;0;1;05-05-2011;0;100
XY-IWX;0;0;0;0;1;16-06-2016;3;0
XY-IWX;2;1;1;24;0;16-06-2015;105;0
XY-CMJ;0;0;0;0;1;14-07-2016;0;508
XY-CMJ;0;0;0;0;1;14-07-2014;0;1279
XY-IWX;0;0;0;0;2;16-06-2012;0;1
XY-LQZ;2;1;1;29;1;20-10-2016;42;0
XY-CMJ;0;1;1;23;0;14-07-2015;22;0
XY-IWX;2;1;1;11;0;16-06-2011;12;0
XY-CMJ;0;0;0;0;2;14-07-2012;23;0
XY-LQZ;3;1;1;17;0;20-10-2014;0;11
XY-CMJ;0;1;1;22;0;14-07-2013;0;0
XY-IWX;3;1;1;34;0;16-06-2013;2;0
XY-LQZ;0;0;0;0;1;20-10-2015;0;0
XY-CMJ;1;2;1;10;0;14-07-2010;0;1
XY-PZC;4;2;2;32;1;29-10-2011;257;0
XY-PZC;0;1;1;35;0;29-10-2012;11;0
XY-PZC;0;0;0;0;2;29-10-2013;36;0
XY-PZC;0;0;0;0;1;29-10-2014;15;0
XY-PZC;0;0;0;0;1;29-10-2016;0;0
XY-OZH;0;0;0;0;1;10-10-2012;13;0
XY-LQZ;4;2;1;27;0;09-12-2013;1170;0
XY-LQZ;0;1;0;0;0;09-12-2016;17;0
XY-LQZ;0;1;1;21;0;09-12-2015;188;0
XY-OZH;6;2;2;62;0;10-10-2015;0;22
XY-OZH;3;2;0;0;0;10-10-2014;188;0
XY-YAZ;1;1;1;20;0;09-10-2016;0;11
XY-MBJ;0;0;0;0;1;05-07-2015;620;0
XY-MBJ;0;0;0;0;1;05-07-2016;405;0
XY-MBJ;1;1;1;47;0;05-07-2013;24;0
XY-MBJ;3;1;1;34;0;05-07-2014;0;0
XY-MBJ;0;1;0;0;0;05-07-2011;0;0
XY-YAZ;2;1;1;41;1;09-10-2011;1171;0
